Date,"Discharge, cubic feet per second (Mean) USGS 02296750 PEACE RIVER AT SR 70 AT ARCADIA, FL"
1/4/2010,12.9407776
1/5/2010,12.2611744
1/6/2010,11.5815712
1/7/2010,11.4399872
1/8/2010,11.9213728
1/9/2010,12.2894912
1/10/2010,12.600976
1/11/2010,13.8185984
1/12/2010,14.7530528
1/13/2010,15.4609728
1/14/2010,14.9229536
1/15/2010,14.0734496
1/16/2010,13.0823616
1/17/2010,12.2894912
1/18/2010,11.751472
1/19/2010,11.2984032
1/20/2010,10.760384
1/21/2010,10.3073152
1/22/2010,10.1374144
1/23/2010,10.8736512
1/24/2010,13.7053312
1/25/2010,14.4982016
1/26/2010,15.007904
1/27/2010,15.0362208
1/28/2010,13.8469152
1/29/2010,12.9974112
1/30/2010,12.2894912
1/31/2010,11.8081056
2/1/2010,11.6382048
2/2/2010,11.8364224
2/3/2010,12.4310752
2/4/2010,12.884144
2/5/2010,12.6576096
2/6/2010,15.6308736
2/7/2010,23.644528
2/8/2010,21.94552
2/9/2010,19.6235424
2/10/2010,18.2926528
2/11/2010,17.1033472
2/12/2010,16.3387936
2/13/2010,19.8500768
2/14/2010,24.6922496
2/15/2010,23.219776
2/16/2010,20.9261152
2/17/2010,19.0288896
2/18/2010,17.3298816
2/19/2010,15.6308736
2/20/2010,14.1584
2/21/2010,13.0540448
2/22/2010,12.03464
2/23/2010,11.2417696
2/24/2010,10.8453344
2/25/2010,10.6471168
2/26/2010,10.6188
2/27/2010,10.335632
2/28/2010,10.335632
3/1/2010,10.5621664
3/2/2010,10.335632
3/3/2010,10.1090976
3/4/2010,9.9675136
3/5/2010,9.4011776
3/6/2010,8.8348416
3/7/2010,8.636624
3/8/2010,8.353456
3/9/2010,7.8720704
3/10/2010,7.4473184
3/11/2010,7.220784
3/12/2010,12.459392
3/13/2010,39.360352
3/14/2010,52.38608
3/15/2010,50.403904
3/16/2010,42.4752
3/17/2010,35.679168
3/18/2010,30.865312
3/19/2010,26.90096
3/20/2010,23.36136
3/21/2010,21.4358176
3/22/2010,31.714816
3/23/2010,41.342528
3/24/2010,39.077184
3/25/2010,33.413824
3/26/2010,29.449472
3/27/2010,29.73264
3/28/2010,31.431648
3/29/2010,47.005888
3/30/2010,70.225664
3/31/2010,79.570208
4/1/2010,78.154368
4/2/2010,69.942496
4/3/2010,61.164288
4/4/2010,52.952416
4/5/2010,45.590048
4/6/2010,39.077184
4/7/2010,33.696992
4/8/2010,28.599968
4/9/2010,24.6639328
4/10/2010,21.1243328
4/11/2010,18.122752
4/12/2010,15.8857248
4/13/2010,14.016816
4/14/2010,12.600976
4/15/2010,11.5532544
4/16/2010,10.5338496
4/17/2010,9.7976128
4/18/2010,9.5710784
4/19/2010,9.7409792
4/20/2010,10.2789984
4/21/2010,9.8259296
4/22/2010,9.4294944
4/23/2010,9.2312768
4/24/2010,8.7215744
4/25/2010,8.211872
4/26/2010,9.5144448
4/27/2010,13.0823616
4/28/2010,14.6397856
4/29/2010,13.2239456
4/30/2010,12.317808
5/1/2010,11.5815712
5/2/2010,10.7320672
5/3/2010,9.8259296
5/4/2010,8.919792
5/5/2010,8.2685056
5/6/2010,7.503952
5/7/2010,6.8526656
5/8/2010,6.37128
5/9/2010,6.1164288
5/10/2010,5.3518752
5/11/2010,4.5590048
5/12/2010,4.1908864
5/13/2010,4.0209856
5/14/2010,3.7378176
5/15/2010,3.398016
5/16/2010,3.4546496
5/17/2010,4.0493024
5/18/2010,6.0597952
5/19/2010,9.3162272
5/20/2010,7.3057344
5/21/2010,6.0031616
5/22/2010,5.4368256
5/23/2010,4.95544
5/24/2010,4.3041536
5/25/2010,4.2192032
5/26/2010,3.8794016
5/27/2010,3.398016
5/28/2010,3.0298976
5/29/2010,3.964352
5/30/2010,6.654448
5/31/2010,8.353456
6/1/2010,8.6649408
6/2/2010,6.8809824
6/3/2010,5.8898944
6/4/2010,6.5694976
6/5/2010,7.0508832
6/6/2010,6.937616
6/7/2010,9.3728608
6/8/2010,9.061376
6/9/2010,8.211872
6/10/2010,7.0508832
6/11/2010,5.9748448
6/12/2010,5.0403904
6/13/2010,4.389104
6/14/2010,4.4174208
6/15/2010,4.2758368
6/16/2010,4.3041536
6/17/2010,4.9837568
6/18/2010,4.7572224
6/19/2010,9.2312768
6/20/2010,15.2627552
6/21/2010,13.9601824
6/22/2010,17.1882976
6/23/2010,18.122752
6/24/2010,15.7724576
6/25/2010,14.4698848
6/26/2010,13.2522624
6/27/2010,12.459392
6/28/2010,11.9213728
6/29/2010,12.4027584
6/30/2010,12.3744416
7/1/2010,12.6576096
7/2/2010,15.149488
7/3/2010,18.2926528
7/4/2010,32.56432
7/5/2010,56.916768
7/6/2010,75.03952
7/7/2010,87.78208
7/8/2010,91.463264
7/9/2010,87.78208
7/10/2010,80.70288
7/11/2010,72.774176
7/12/2010,65.12864
7/13/2010,58.04944
7/14/2010,51.253408
7/15/2010,45.873216
7/16/2010,41.342528
7/17/2010,37.378176
7/18/2010,33.413824
7/19/2010,29.166304
7/20/2010,24.8055168
7/21/2010,21.2942336
7/22/2010,18.6324544
7/23/2010,16.565328
7/24/2010,16.7635456
7/25/2010,18.2360192
7/26/2010,19.8783936
7/27/2010,19.0288896
7/28/2010,16.6502784
7/29/2010,16.7352288
7/30/2010,17.2449312
7/31/2010,13.9318656
8/1/2010,11.9496896
8/2/2010,18.6324544
8/3/2010,28.883136
8/4/2010,26.4478912
8/5/2010,24.635616
8/6/2010,27.5805632
8/7/2010,32.56432
8/8/2010,26.7876928
8/9/2010,35.679168
8/10/2010,41.05936
8/11/2010,39.360352
8/12/2010,52.102912
8/13/2010,50.403904
8/14/2010,37.378176
8/15/2010,25.9948224
8/16/2010,19.9350272
8/17/2010,17.3015648
8/18/2010,19.5952256
8/19/2010,18.0661184
8/20/2010,15.4609728
8/21/2010,14.016816
8/22/2010,13.2239456
8/23/2010,28.883136
8/24/2010,55.784096
8/25/2010,64.279136
8/26/2010,73.906848
8/27/2010,84.100896
8/28/2010,94.86128
8/29/2010,105.904832
8/30/2010,107.60384
8/31/2010,103.639488
9/1/2010,94.86128
9/2/2010,84.9504
9/3/2010,74.473184
9/4/2010,63.7128
9/5/2010,53.80192
9/6/2010,47.289056
9/7/2010,52.669248
9/8/2010,59.182112
9/9/2010,62.013792
9/10/2010,60.88112
9/11/2010,62.863296
9/12/2010,67.393984
9/13/2010,66.827648
9/14/2010,65.978144
9/15/2010,66.54448
9/16/2010,65.694976
9/17/2010,60.597952
9/18/2010,51.819744
9/19/2010,43.89104
9/20/2010,37.095008
9/21/2010,31.14848
9/22/2010,26.334624
9/23/2010,22.5401728
9/24/2010,19.9350272
9/25/2010,17.9245344
9/26/2010,16.4803776
9/27/2010,16.0839424
9/28/2010,15.6308736
9/29/2010,17.7263168
9/30/2010,18.7457216
10/1/2010,17.131664
10/2/2010,15.4043392
10/3/2010,14.2150336
10/4/2010,13.167312
10/5/2010,11.751472
10/6/2010,10.4205824
10/7/2010,9.3728608
10/8/2010,8.6083072
10/9/2010,7.9853376
10/10/2010,7.503952
10/11/2010,7.0225664
10/12/2010,6.7393984
10/13/2010,6.4279136
10/14/2010,6.1447456
10/15/2010,5.9748448
10/16/2010,5.6350432
10/17/2010,5.1253408
10/18/2010,4.813856
10/19/2010,4.5590048
10/20/2010,4.6156384
10/21/2010,4.4457376
10/22/2010,4.1625696
10/23/2010,3.9926688
10/24/2010,3.964352
10/25/2010,3.8510848
10/26/2010,3.7095008
10/27/2010,3.6528672
10/28/2010,3.7944512
10/29/2010,3.5112832
10/30/2010,3.3413824
10/31/2010,3.256432
11/1/2010,3.1431648
11/2/2010,3.3696992
11/3/2010,3.3130656
11/4/2010,5.380192
11/5/2010,7.3057344
11/6/2010,9.1180096
11/7/2010,7.5322688
11/8/2010,6.229696
11/9/2010,5.4651424
11/10/2010,4.9837568
11/11/2010,4.6439552
11/12/2010,4.3324704
11/13/2010,3.9926688
11/14/2010,3.7095008
11/15/2010,3.5112832
11/16/2010,3.3696992
11/17/2010,3.2281152
11/18/2010,3.2281152
11/19/2010,3.0865312
11/20/2010,3.0298976
11/21/2010,2.9166304
11/22/2010,2.81185824
11/23/2010,2.73540288
11/24/2010,2.65045248
11/25/2010,2.57116544
11/26/2010,2.52869024
11/27/2010,2.64195744
11/28/2010,2.77787808
11/29/2010,2.67027424
11/30/2010,2.59381888
12/1/2010,2.69292768
12/2/2010,2.62496736
12/3/2010,2.43807648
12/4/2010,2.37294784
12/5/2010,2.33047264
12/6/2010,2.336136
12/7/2010,2.28799744
12/8/2010,2.36728448
12/9/2010,2.52869024
12/10/2010,2.690096
12/11/2010,2.75522464
12/12/2010,2.71558112
12/13/2010,2.65328416
12/14/2010,2.57966048
12/15/2010,2.72124448
12/16/2010,3.1431648
12/17/2010,3.8510848
12/18/2010,4.4174208
12/19/2010,5.7199936
12/20/2010,7.3906848
12/21/2010,6.7677152
12/22/2010,5.9748448
12/23/2010,5.4651424
12/24/2010,5.0120736
12/25/2010,4.6439552
12/26/2010,4.389104
12/27/2010,4.0493024
12/28/2010,3.964352
12/29/2010,4.24752
12/30/2010,4.9837568
12/31/2010,5.380192
1/1/2011,5.1253408
1/2/2011,4.95544
1/3/2011,4.672272
1/4/2011,4.389104
1/5/2011,4.1342528
1/6/2011,4.5023712
1/7/2011,5.2952416
1/8/2011,6.37128
1/9/2011,5.804944
1/10/2011,5.1536576
1/11/2011,4.7572224
1/12/2011,4.5023712
1/13/2011,4.4740544
1/14/2011,4.2192032
1/15/2011,4.0493024
1/16/2011,3.8510848
1/17/2011,3.8510848
1/18/2011,3.9360352
1/19/2011,5.0403904
1/20/2011,5.9748448
1/21/2011,5.8898944
1/22/2011,6.2863296
1/23/2011,7.5605856
1/24/2011,7.2774176
1/25/2011,7.3340512
1/26/2011,11.32672
1/27/2011,20.812848
1/28/2011,21.520768
1/29/2011,17.839584
1/30/2011,15.007904
1/31/2011,13.1956288
2/1/2011,11.751472
2/2/2011,10.5904832
2/3/2011,9.5710784
2/4/2011,8.8914752
2/5/2011,8.4100896
2/6/2011,7.928704
2/7/2011,7.5605856
2/8/2011,7.4190016
2/9/2011,7.2774176
2/10/2011,7.0225664
2/11/2011,6.7677152
2/12/2011,6.796032
2/13/2011,6.7393984
2/14/2011,6.37128
2/15/2011,6.0314784
2/16/2011,5.66336
2/17/2011,5.3518752
2/18/2011,5.0120736
2/19/2011,4.672272
2/20/2011,4.389104
2/21/2011,4.1625696
2/22/2011,3.9360352
2/23/2011,3.7095008
2/24/2011,3.5396
2/25/2011,3.3696992
2/26/2011,3.2281152
2/27/2011,3.0582144
2/28/2011,2.8883136
3/1/2011,2.79203648
3/2/2011,2.8599968
3/3/2011,2.79486816
3/4/2011,2.6759376
3/5/2011,2.57116544
3/6/2011,2.47772
3/7/2011,2.33047264
3/8/2011,2.19738368
3/9/2011,2.13508672
3/10/2011,2.56833376
3/11/2011,3.256432
3/12/2011,5.521776
3/13/2011,5.1819744
3/14/2011,4.3324704
3/15/2011,3.822768
3/16/2011,3.4829664
3/17/2011,3.1714816
3/18/2011,2.8599968
3/19/2011,2.59381888
3/20/2011,2.40409632
3/21/2011,2.194552
3/22/2011,2.04164128
3/23/2011,1.90855232
3/24/2011,1.80094848
3/25/2011,1.63671104
3/26/2011,1.49229536
3/27/2011,1.41867168
3/28/2011,2.14924512
3/29/2011,3.7095008
3/30/2011,10.8453344
3/31/2011,14.2150336
4/1/2011,16.99008
4/2/2011,28.599968
4/3/2011,35.679168
4/4/2011,37.095008
4/5/2011,34.829664
4/6/2011,31.997984
4/7/2011,30.582144
4/8/2011,29.166304
4/9/2011,26.3063072
4/10/2011,23.3896768
4/11/2011,20.7845312
4/12/2011,18.3492864
4/13/2011,16.0273088
4/14/2011,14.1017664
4/15/2011,12.5443424
4/16/2011,11.043552
4/17/2011,9.91088
4/18/2011,8.8914752
4/19/2011,7.9853376
4/20/2011,7.1358336
4/21/2011,6.512864
4/22/2011,6.2863296
4/23/2011,5.7483104
4/24/2011,5.380192
4/25/2011,5.1536576
4/26/2011,5.0403904
4/27/2011,4.813856
4/28/2011,4.6156384
4/29/2011,4.5590048
4/30/2011,4.2192032
5/1/2011,3.9360352
5/2/2011,3.6528672
5/3/2011,3.4546496
5/4/2011,3.2281152
5/5/2011,3.0015808
5/6/2011,2.77221472
5/7/2011,2.55983872
5/8/2011,2.3786112
5/9/2011,2.13508672
5/10/2011,1.98783936
5/11/2011,1.87457216
5/12/2011,1.87740384
5/13/2011,1.88589888
5/14/2011,1.82077024
5/15/2011,2.973264
5/16/2011,3.1431648
5/17/2011,2.9449472
5/18/2011,2.46639328
5/19/2011,2.12376
5/20/2011,1.83776032
5/21/2011,1.57724576
5/22/2011,1.41867168
5/23/2011,1.29124608
5/24/2011,1.2600976
5/25/2011,1.1468304
5/26/2011,1.10152352
5/27/2011,1.132672
5/28/2011,1.06471168
5/29/2011,2.3927696
5/30/2011,1.8547504
5/31/2011,1.43849344
6/1/2011,1.2459392
6/2/2011,1.28558272
6/3/2011,1.33938464
6/4/2011,1.2884144
6/5/2011,1.14116704
6/6/2011,0.97409792
6/7/2011,0.85516736
6/8/2011,0.73906848
6/9/2011,0.6796032
6/10/2011,0.6654448
6/11/2011,0.68809824
6/12/2011,0.66827648
6/13/2011,0.62863296
6/14/2011,0.58332608
6/15/2011,0.54085088
6/16/2011,0.51253408
6/17/2011,0.52102912
6/18/2011,0.59182112
6/19/2011,0.78437536
6/20/2011,0.76738528
6/21/2011,0.78437536
6/22/2011,1.13833536
6/23/2011,1.49795872
6/24/2011,1.39035488
6/25/2011,1.74431488
6/26/2011,2.9166304
6/27/2011,6.1730624
6/28/2011,6.8809824
6/29/2011,5.9182112
6/30/2011,11.2700864
7/1/2011,23.1914592
7/2/2011,31.714816
7/3/2011,33.696992
7/4/2011,25.4568032
7/5/2011,17.5847328
7/6/2011,13.0823616
7/7/2011,11.6948384
7/8/2011,12.4877088
7/9/2011,15.8290912
7/10/2011,18.2926528
7/11/2011,16.4520608
7/12/2011,14.2433504
7/13/2011,12.9690944
7/14/2011,12.0912736
7/15/2011,11.609888
7/16/2011,11.893056
7/17/2011,19.255424
7/18/2011,21.8322528
7/19/2011,15.3193888
7/20/2011,11.2134528
7/21/2011,8.9764256
7/22/2011,7.78712
7/23/2011,9.1463264
7/24/2011,15.149488
7/25/2011,17.1882976
7/26/2011,13.45048
7/27/2011,10.4205824
7/28/2011,9.627712
7/29/2011,9.1180096
7/30/2011,8.0136544
7/31/2011,6.7677152
8/1/2011,6.1447456
8/2/2011,8.353456
8/3/2011,11.2134528
8/4/2011,17.5280992
8/5/2011,14.7813696
8/6/2011,10.8453344
8/7/2011,9.4578112
8/8/2011,9.8542464
8/9/2011,11.893056
8/10/2011,16.0273088
8/11/2011,19.3403744
8/12/2011,23.5878944
8/13/2011,23.502944
8/14/2011,21.4358176
8/15/2011,21.2376
8/16/2011,23.5595776
8/17/2011,22.9932416
8/18/2011,23.1065088
8/19/2011,34.263328
8/20/2011,45.023712
8/21/2011,55.21776
8/22/2011,59.748448
8/23/2011,54.651424
8/24/2011,60.031616
8/25/2011,70.508832
8/26/2011,63.146464
8/27/2011,50.97024
8/28/2011,40.493024
8/29/2011,33.130656
8/30/2011,28.2318496
8/31/2011,25.0320512
9/1/2011,23.8993792
9/2/2011,33.130656
9/3/2011,34.263328
9/4/2011,36.528672
9/5/2011,33.130656
9/6/2011,29.73264
9/7/2011,31.714816
9/8/2011,33.130656
9/9/2011,37.378176
9/10/2011,43.89104
9/11/2011,46.72272
9/12/2011,43.89104
9/13/2011,37.661344
9/14/2011,31.997984
9/15/2011,27.8070976
9/16/2011,24.6072992
9/17/2011,21.5774016
9/18/2011,19.0288896
9/19/2011,17.0750304
9/20/2011,16.565328
9/21/2011,18.1510688
9/22/2011,17.4997824
9/23/2011,26.334624
9/24/2011,26.8726432
9/25/2011,21.6906688
9/26/2011,19.5952256
9/27/2011,17.556416
9/28/2011,18.1510688
9/29/2011,25.9381888
9/30/2011,23.078192
10/1/2011,17.4997824
10/2/2011,14.583152
10/3/2011,12.4310752
10/4/2011,10.760384
10/5/2011,9.4578112
10/6/2011,8.4667232
10/7/2011,7.6172192
10/8/2011,7.3057344
10/9/2011,19.2271072
10/10/2011,57.199936
10/11/2011,80.70288
10/12/2011,103.073152
10/13/2011,120.912736
10/14/2011,133.372128
10/15/2011,139.884992
10/16/2011,139.035488
10/17/2011,131.956288
10/18/2011,120.063232
10/19/2011,106.188
10/20/2011,92.312768
10/21/2011,80.419712
10/22/2011,69.942496
10/23/2011,58.04944
10/24/2011,45.590048
10/25/2011,36.81184
10/26/2011,30.865312
10/27/2011,26.8443264
10/28/2011,23.786112
10/29/2011,23.927696
10/30/2011,24.918784
10/31/2011,24.8621504
11/1/2011,23.2764096
11/2/2011,21.94552
11/3/2011,20.3314624
11/4/2011,18.972256
11/5/2011,18.0378016
11/6/2011,17.0183968
11/7/2011,15.7724576
11/8/2011,14.6964192
11/9/2011,13.9601824
11/10/2011,13.1956288
11/11/2011,12.3461248
11/12/2011,11.4116704
11/13/2011,10.7320672
11/14/2011,10.194048
11/15/2011,9.5993952
11/16/2011,9.1180096
11/17/2011,8.8348416
11/18/2011,8.5233568
11/19/2011,8.0986048
11/20/2011,7.7588032
11/21/2011,7.5889024
11/22/2011,7.5322688
11/23/2011,7.2491008
11/24/2011,7.2774176
11/25/2011,7.0225664
11/26/2011,6.6827648
11/27/2011,6.2580128
11/28/2011,6.1164288
11/29/2011,6.0314784
11/30/2011,5.7766272
12/1/2011,5.6350432
12/2/2011,5.521776
12/3/2011,5.5500928
12/4/2011,5.4085088
12/5/2011,5.238608
12/6/2011,4.813856
12/7/2011,4.5590048
12/8/2011,4.4457376
12/9/2011,4.5023712
12/10/2011,4.5023712
12/11/2011,5.238608
12/12/2011,6.8526656
12/13/2011,8.3817728
12/14/2011,9.7126624
12/15/2011,10.2506816
12/16/2011,8.49504
12/17/2011,5.8332608
12/18/2011,4.7289056
12/19/2011,4.24752
12/20/2011,4.105936
12/21/2011,4.0209856
12/22/2011,4.0209856
12/23/2011,4.0776192
12/24/2011,3.8510848
12/25/2011,3.7378176
12/26/2011,3.5679168
12/27/2011,3.5679168
12/28/2011,3.5396
12/29/2011,3.5396
12/30/2011,3.4263328
12/31/2011,3.2847488
1/1/2012,3.1431648
1/2/2012,3.1997984
1/3/2012,3.0865312
1/4/2012,3.0582144
1/5/2012,3.0298976
1/6/2012,3.2847488
1/7/2012,3.2847488
1/8/2012,3.2281152
1/9/2012,3.0582144
1/10/2012,2.9166304
1/11/2012,2.973264
1/12/2012,2.9449472
1/13/2012,2.79769984
1/14/2012,2.7325712
1/15/2012,2.72973952
1/16/2012,2.69575936
1/17/2012,2.63063072
1/18/2012,2.71274944
1/19/2012,2.82035328
1/20/2012,2.8883136
1/21/2012,2.9166304
1/22/2012,2.59381888
1/23/2012,2.48621504
1/24/2012,2.5201952
1/25/2012,2.55700704
1/26/2012,2.48621504
1/27/2012,2.48338336
1/28/2012,2.47772
1/29/2012,2.47205664
1/30/2012,2.42958144
1/31/2012,2.28516576
2/1/2012,2.265344
2/2/2012,2.22853216
2/3/2012,2.37294784
2/4/2012,2.27100736
2/5/2012,2.08977984
2/6/2012,2.10393824
2/7/2012,2.2087104
2/8/2012,2.15490848
2/9/2012,2.05013632
2/10/2012,2.06146304
2/11/2012,2.31348256
2/12/2012,2.194552
2/13/2012,2.36728448
2/14/2012,2.43807648
2/15/2012,2.4210864
2/16/2012,2.40126464
2/17/2012,2.35878944
2/18/2012,2.2370272
2/19/2012,2.16057184
2/20/2012,2.13508672
2/21/2012,2.08411648
2/22/2012,1.98500768
2/23/2012,1.8972256
2/24/2012,1.82360192
2/25/2012,1.73581984
2/26/2012,1.62538432
2/27/2012,1.6140576
2/28/2012,1.7273248
2/29/2012,1.80944352
3/1/2012,1.77546336
3/2/2012,1.7839584
3/3/2012,1.75847328
3/4/2012,1.65086944
3/5/2012,1.5007904
3/6/2012,1.43283008
3/7/2012,1.39035488
3/8/2012,1.35071136
3/9/2012,1.46964192
3/10/2012,1.92271072
3/11/2012,2.2936608
3/12/2012,2.66744256
3/13/2012,2.31914592
3/14/2012,2.12092832
3/15/2012,2.09827488
3/16/2012,2.09827488
3/17/2012,2.01332448
3/18/2012,1.86324544
3/19/2012,1.76413664
3/20/2012,1.63104768
3/21/2012,1.47530528
3/22/2012,1.36203808
3/23/2012,1.27991936
3/24/2012,1.23461248
3/25/2012,1.21479072
3/26/2012,1.14116704
3/27/2012,1.05621664
3/28/2012,1.0052464
3/29/2012,0.9627712
3/30/2012,0.88348416
3/31/2012,0.85233568
4/1/2012,0.84100896
4/2/2012,0.76172192
4/3/2012,0.73057344
4/4/2012,0.68526656
4/5/2012,0.66827648
4/6/2012,0.64279136
4/7/2012,0.65978144
4/8/2012,0.66261312
4/9/2012,0.63146464
4/10/2012,0.61164288
4/11/2012,0.56067264
4/12/2012,0.51536576
4/13/2012,0.47855392
4/14/2012,0.46439552
4/15/2012,0.50403904
4/16/2012,0.54934592
4/17/2012,0.53518752
4/18/2012,0.48988064
4/19/2012,0.48988064
4/20/2012,0.48704896
4/21/2012,0.63995968
4/22/2012,1.93403744
4/23/2012,3.2847488
4/24/2012,3.0582144
4/25/2012,2.40409632
4/26/2012,1.83209696
4/27/2012,1.48096864
4/28/2012,1.2600976
4/29/2012,1.1043552
4/30/2012,1.0760384
5/1/2012,0.97126624
5/2/2012,0.89764256
5/3/2012,0.79003872
5/4/2012,0.70508832
5/5/2012,0.66261312
5/6/2012,0.5804944
5/7/2012,0.52102912
5/8/2012,0.47572224
5/9/2012,0.45023712
5/10/2012,0.41908864
5/11/2012,0.40209856
5/12/2012,0.38510848
5/13/2012,0.37378176
5/14/2012,0.4105936
5/15/2012,1.06188
5/16/2012,0.85233568
5/17/2012,0.8070288
5/18/2012,0.80986048
5/19/2012,0.8353456
5/20/2012,0.93728608
5/21/2012,0.9486128
5/22/2012,0.70225664
5/23/2012,0.55784096
5/24/2012,0.49271232
5/25/2012,0.44457376
5/26/2012,0.41625696
5/27/2012,0.4105936
5/28/2012,0.3964352
5/29/2012,0.3964352
5/30/2012,0.39360352
5/31/2012,0.37378176
6/1/2012,0.85233568
6/2/2012,1.80661184
6/3/2012,3.0582144
6/4/2012,5.097024
6/5/2012,3.9360352
6/6/2012,2.9166304
6/7/2012,2.40409632
6/8/2012,3.256432
6/9/2012,8.4667232
6/10/2012,21.7473024
6/11/2012,21.6340352
6/12/2012,15.0645376
6/13/2012,11.0152352
6/14/2012,9.1463264
6/15/2012,7.220784
6/16/2012,6.1730624
6/17/2012,5.4934592
6/18/2012,4.4174208
6/19/2012,3.5962336
6/20/2012,3.0298976
6/21/2012,2.74389792
6/22/2012,2.63629408
6/23/2012,2.83168
6/24/2012,5.1253408
6/25/2012,18.5758208
6/26/2012,45.590048
6/27/2012,63.995968
6/28/2012,75.03952
6/29/2012,77.588032
6/30/2012,74.473184
7/1/2012,65.694976
7/2/2012,51.253408
7/3/2012,38.794016
7/4/2012,32.847488
7/5/2012,30.582144
7/6/2012,27.6655136
7/7/2012,23.8710624
7/8/2012,20.3314624
7/9/2012,17.4714656
7/10/2012,15.4609728
7/11/2012,16.8768128
7/12/2012,17.839584
7/13/2012,15.998992
7/14/2012,14.7530528
7/15/2012,14.016816
7/16/2012,15.4609728
7/17/2012,29.73264
7/18/2012,36.81184
7/19/2012,26.9575936
7/20/2012,22.65344
7/21/2012,18.6607712
7/22/2012,17.2166144
7/23/2012,20.246512
7/24/2012,25.343536
7/25/2012,26.7027424
7/26/2012,24.5789824
7/27/2012,22.1154208
7/28/2012,20.9261152
7/29/2012,19.7934432
7/30/2012,18.2077024
7/31/2012,16.4520608
8/1/2012,15.0362208
8/2/2012,13.6486976
8/3/2012,12.5726592
8/4/2012,12.459392
8/5/2012,15.9706752
8/6/2012,19.397008
8/7/2012,30.582144
8/8/2012,39.077184
8/9/2012,39.360352
8/10/2012,32.56432
8/11/2012,29.166304
8/12/2012,30.015808
8/13/2012,38.22768
8/14/2012,41.342528
8/15/2012,38.22768
8/16/2012,30.865312
8/17/2012,25.2302688
8/18/2012,20.9261152
8/19/2012,18.6041376
8/20/2012,16.6785952
8/21/2012,14.724736
8/22/2012,16.4520608
8/23/2012,22.7100736
8/24/2012,28.1185824
8/25/2012,27.6938304
8/26/2012,23.4463104
8/27/2012,35.396
8/28/2012,68.809824
8/29/2012,97.126624
8/30/2012,111.001856
8/31/2012,111.568192
9/1/2012,103.073152
9/2/2012,90.330592
9/3/2012,77.021696
9/4/2012,65.411808
9/5/2012,56.350432
9/6/2012,51.819744
9/7/2012,49.5544
9/8/2012,58.898944
9/9/2012,67.110816
9/10/2012,62.580128
9/11/2012,53.235584
9/12/2012,48.988064
9/13/2012,47.572224
9/14/2012,44.740544
9/15/2012,43.041536
9/16/2012,43.324704
9/17/2012,41.625696
9/18/2012,44.174208
9/19/2012,59.748448
9/20/2012,65.694976
9/21/2012,63.7128
9/22/2012,58.332608
9/23/2012,57.766272
9/24/2012,61.164288
9/25/2012,58.04944
9/26/2012,51.253408
9/27/2012,48.704896
9/28/2012,46.156384
9/29/2012,44.457376
9/30/2012,46.72272
10/1/2012,46.439552
10/2/2012,43.041536
10/3/2012,46.156384
10/4/2012,61.730624
10/5/2012,76.45536
10/6/2012,93.728608
10/7/2012,105.338496
10/8/2012,109.01968
10/9/2012,109.01968
10/10/2012,106.754336
10/11/2012,101.374144
10/12/2012,95.144448
10/13/2012,87.78208
10/14/2012,79.28704
10/15/2012,70.792
10/16/2012,62.29696
10/17/2012,54.368256
10/18/2012,47.572224
10/19/2012,42.192032
10/20/2012,37.661344
10/21/2012,33.413824
10/22/2012,29.73264
10/23/2012,26.3063072
10/24/2012,22.6251232
10/25/2012,20.6146304
10/26/2012,18.9156224
10/27/2012,18.0661184
10/28/2012,17.1033472
10/29/2012,15.9140416
10/30/2012,14.5548352
10/31/2012,13.45048
11/1/2012,12.884144
11/2/2012,11.9780064
11/3/2012,11.2984032
11/4/2012,10.8736512
11/5/2012,10.3639488
11/6/2012,10.1374144
11/7/2012,9.91088
11/8/2012,9.8259296
11/9/2012,9.7409792
11/10/2012,9.061376
11/11/2012,8.9481088
11/12/2012,8.636624
11/13/2012,8.3817728
11/14/2012,8.6083072
11/15/2012,8.2968224
11/16/2012,7.7588032
11/17/2012,7.4756352
11/18/2012,7.2491008
11/19/2012,7.0225664
11/20/2012,6.8526656
11/21/2012,6.796032
11/22/2012,6.7110816
11/23/2012,6.654448
11/24/2012,6.2580128
11/25/2012,5.9182112
11/26/2012,5.7766272
11/27/2012,5.6916768
11/28/2012,5.7199936
11/29/2012,5.380192
11/30/2012,5.2952416
12/1/2012,5.380192
12/2/2012,4.9271232
12/3/2012,4.530688
12/4/2012,4.4174208
12/5/2012,4.3041536
12/6/2012,4.24752
12/7/2012,4.24752
12/8/2012,4.2192032
12/9/2012,4.1908864
12/10/2012,4.5023712
12/11/2012,4.8704896
12/12/2012,6.796032
12/13/2012,8.636624
12/14/2012,8.9764256
12/15/2012,8.8348416
12/16/2012,8.778208
12/17/2012,8.3251392
12/18/2012,7.7304864
12/19/2012,7.1358336
12/20/2012,6.7677152
12/21/2012,6.512864
12/22/2012,6.2013792
12/23/2012,6.229696
12/24/2012,5.8898944
12/25/2012,5.6067264
12/26/2012,5.4651424
12/27/2012,5.4368256
12/28/2012,5.521776
12/29/2012,6.2863296
12/30/2012,6.3995968
12/31/2012,6.6261312
1/1/2013,6.3146464
1/2/2013,5.9182112
1/3/2013,5.5784096
1/4/2013,5.380192
1/5/2013,5.3235584
1/6/2013,5.4085088
1/7/2013,5.4085088
1/8/2013,5.380192
