Date,Average of uwind0,Average of uwind1,Average of uwind2,Average of uwind3,Average of uwind4,Average of uwind5,Average of uwind6,Average of uwind7,Average of uwind8,Average of uwind9,Average of uwind10,Average of uwind11,Average of uwind12,Average of uwind13,Average of uwind14,Average of uwind15,Average of uwind16,Average of uwind17,Average of uwind18,Average of uwind19,Average of uwind20,Average of uwind21,Average of uwind22,Average of uwind23,Average of uwind24,Average of uwind25,Average of uwind26,Average of uwind27,Average of uwind28,Average of uwind29,Average of uwind30,Average of uwind31,Average of uwind32,Average of uwind33,Average of uwind34,Average of uwind35
10/8/2011,-7.141249994,-6.392916679,-5.983749946,-5.903749983,-6.829583367,-6.259583294,-5.754583279,-5.757083297,-6.690416674,-6.060000042,-5.347916673,-5.329999954,-6.678333362,-5.964583298,-5.237916668,-5.139166643,-6.446666678,-6.280000011,-5.832916697,-5.514166723,-6.533333361,-6.532083293,-6.266666631,-6.057499985,-6.766249994,-6.484166662,-6.206250032,-6.009583354,-6.925416668,-6.414166669,-5.980000019,-5.876249979,-7.287500024,-6.461666624,-5.754166673,-5.750416696
10/9/2011,-5.583809682,-4.741428713,-4.303333447,-4.23000011,-5.220952511,-4.626666807,-4.123333439,-4.144761991,-5.268571513,-4.612857279,-3.83476201,-3.802381093,-5.54190487,-4.752857254,-3.90238108,-3.751428684,-5.361904882,-5.206190563,-4.66428583,-4.291428691,-5.36761914,-5.520476364,-5.218095325,-5.02285728,-5.570476373,-5.543809618,-5.340952476,-5.189047791,-5.957619168,-5.636190573,-5.312381109,-5.26619054,-6.602857272,-5.904285862,-5.305238224,-5.403333426
10/10/2011,-0.590869563,-0.273478257,-0.099565209,-0.070434786,-0.47869566,-0.2404348,-0.031304347,0.007826094,-0.456086955,-0.198260862,0.092608698,0.180000001,-0.488695647,-0.197391314,0.138260864,0.361304348,-0.397826079,-0.269130444,0.10826087,0.520000008,-0.349565221,-0.393478258,0.032608688,0.469565229,-0.30217392,-0.29782611,0.027391299,0.306086954,-0.303913028,-0.094347815,0.175217393,0.286521737,-0.484782617,-0.04173913,0.340434784,0.3804348
10/11/2011,0.564500004,0.667500006,0.709500005,0.673499999,0.378500015,0.482500004,0.612500004,0.597500002,0.133999999,0.3265,0.584000008,0.61299999,-0.182499996,0.084999995,0.438999996,0.648000008,-0.207499993,-0.096500006,0.268000003,0.62349999,-0.124999993,-0.242999991,0.108999997,0.421999994,-0.064499998,-0.238000007,-0.060999987,0.106000004,-0.100499998,-0.166,-0.125999988,-0.093499997,-0.229499998,-0.157499997,-0.072,-0.012999998
10/12/2011,0.676666665,0.865238087,0.935714285,0.917619037,0.652380944,0.797619043,0.899047604,0.997142852,0.949523809,1.004761887,0.955238084,1.087142871,1.423809524,1.344285718,1.154761897,1.164285694,1.537619043,1.562857148,1.439047615,1.386666681,1.464761913,1.655714314,1.632857144,1.664761898,1.46571427,1.696666673,1.76142859,1.794285718,1.641904771,1.801428588,1.884285743,1.921428582,1.881428564,1.916666664,1.91714286,1.840476209
10/13/2011,0.679999994,0.825652186,0.892173908,0.893043477,0.682608689,0.809565207,0.89652174,1.004347827,0.940434774,0.986956527,0.944347815,1.099130428,1.338695655,1.272608699,1.130434778,1.227826089,1.423913067,1.489130435,1.479130426,1.569130438,1.315652166,1.560000012,1.695652178,1.873913046,1.237391303,1.522608712,1.665217391,1.742608701,1.310000008,1.522608683,1.643913034,1.663043468,1.443913039,1.575217399,1.670434772,1.701304344
10/14/2011,0.651428557,0.65666666,0.607619057,0.583809528,0.705714282,0.670476184,0.597142842,0.647619034,0.970476178,0.827619059,0.586190467,0.627619044,1.373809523,1.109999997,0.737142855,0.582857148,1.420000013,1.335238084,0.984761906,0.672380949,1.35761905,1.490476205,1.190952381,0.934285716,1.338095237,1.474761916,1.318095213,1.169523805,1.352380962,1.39142858,1.344761919,1.306666683,1.452380942,1.382380967,1.313333353,1.273809516
10/15/2011,-4.418999955,-4.044000007,-3.830999993,-3.752999967,-4.079000017,-3.819000016,-3.614500003,-3.571499981,-3.884999959,-3.642499978,-3.375000015,-3.319000029,-3.759000006,-3.493499983,-3.217000012,-3.094000035,-3.624999999,-3.521999988,-3.24650001,-2.946500036,-3.644500011,-3.614999969,-3.306999997,-2.984999979,-3.659000029,-3.538499995,-3.27699997,-3.06400004,-3.486500025,-3.309999969,-3.127500037,-3.032999978,-3.365500006,-3.116500007,-2.8965,-2.818500036
10/16/2011,-6.398571446,-5.713333266,-5.31238095,-5.199523824,-5.969523839,-5.465238072,-5.03333329,-5.015238092,-5.802380993,-5.258571398,-4.63333332,-4.596190509,-5.787142935,-5.154761848,-4.483809528,-4.293333326,-5.559523832,-5.386666639,-4.853809538,-4.370952368,-5.537142913,-5.623809542,-5.160476151,-4.71619044,-5.542380991,-5.451428595,-5.054285719,-4.711428597,-5.36285716,-5.068095253,-4.725238096,-4.556666658,-5.360952355,-4.842380932,-4.394285736,-4.333809489
10/17/2011,-5.754285767,-4.818095275,-4.307619038,-4.1804762,-5.215238072,-4.552857092,-4.003333342,-4.005238113,-5.099999973,-4.405714285,-3.600952376,-3.568095275,-5.204761937,-4.395238082,-3.540476209,-3.371428569,-4.96095235,-4.775714193,-4.199999968,-3.756666706,-4.918571472,-5.080476193,-4.694285711,-4.379047553,-4.962857133,-4.991428534,-4.710000072,-4.46333338,-4.950952394,-4.774761893,-4.532857202,-4.422857137,-5.118095194,-4.697619075,-4.321904716,-4.284761974
10/18/2011,-4.878095252,-4.369047619,-4.060952368,-3.998571407,-4.77857139,-4.342380978,-3.913809527,-3.891904751,-4.835714283,-4.286666677,-3.63666665,-3.557142848,-5.020476239,-4.359999975,-3.599999995,-3.232857148,-4.865238076,-4.618095194,-3.88333332,-3.149047647,-4.810476167,-4.902380909,-4.167619058,-3.450952388,-4.799047595,-4.753333307,-4.200952394,-3.729999974,-4.752857186,-4.39666664,-3.953333298,-3.760000042,-4.977142856,-4.257142907,-3.629523783,-3.509047644
10/19/2011,4.813043506,4.071304332,3.670869562,3.605217386,4.658695653,4.055652155,3.503913018,3.595217425,4.892608701,4.155217379,3.262608699,3.31782606,5.363478248,4.454347875,3.416086997,3.115652148,5.21695656,4.970434806,4.148695644,3.454782612,5.152608696,5.366086959,4.724347817,4.176086979,5.20521742,5.283478295,4.859130461,4.489565233,5.197826073,5.01869558,4.72913044,4.59521738,5.413478291,4.915217389,4.460869542,4.319565211
10/20/2011,3.204999998,2.833000007,2.579500013,2.506000008,3.070000026,2.73149996,2.437499999,2.343000028,2.823999994,2.506000012,2.213000004,2.069,2.523999985,2.248500022,2.017999987,1.892999969,2.360999982,2.223500012,2.012999994,1.775499985,2.486500045,2.289499988,2.040999955,1.754999989,2.597500028,2.170500014,1.845499982,1.609000002,2.304500003,1.861999997,1.519999997,1.377499978,2.025000006,1.643500032,1.374499997,1.461499997
10/21/2011,-2.538999999,-2.203000012,-2.012000027,-1.966500024,-2.329000005,-2.104499997,-1.915,-1.949500022,-2.354999999,-2.097000011,-1.770000023,-1.801999992,-2.513000026,-2.176499975,-1.748500007,-1.498999987,-2.428999992,-2.290999988,-1.777499977,-1.211499998,-2.298000033,-2.458500013,-1.872500004,-1.262499994,-2.103500004,-2.251999974,-1.826000006,-1.424000002,-1.794999971,-1.755999997,-1.555499988,-1.38049998,-1.648500025,-1.427500009,-1.216999988,-1.085499991
10/22/2011,-1.941304344,-1.603478258,-1.405652176,-1.363913028,-1.801739139,-1.542608694,-1.298260859,-1.286956515,-1.88826086,-1.560869573,-1.150000009,-1.088695649,-2.110000001,-1.687826087,-1.148260872,-0.780000005,-2.043043463,-1.836521741,-1.190434784,-0.478695649,-1.962173921,-2.049130436,-1.310869555,-0.567391303,-1.872608699,-1.912173912,-1.389565221,-0.936521737,-1.722173917,-1.530869554,-1.217391304,-1.050869569,-1.774782602,-1.320434781,-0.913478267,-0.765652176
10/23/2011,-2.969523827,-2.492380938,-2.205238106,-2.143333309,-2.802857156,-2.416666666,-2.061428594,-2.014285729,-2.751904752,-2.310476203,-1.807142869,-1.702857139,-2.787619078,-2.281904757,-1.699999988,-1.332380948,-2.645238123,-2.402857145,-1.748571422,-1.030476203,-2.639523794,-2.619047611,-1.874285711,-1.111428574,-2.62571428,-2.45904762,-1.866666665,-1.376190487,-2.393333318,-2.015714294,-1.5847619,-1.383333339,-2.34714286,-1.74476188,-1.232380958,-1.109523805
10/24/2011,-0.584090899,-0.281818196,-0.109545457,-0.062727268,-0.365454541,-0.165,0.00318182,-0.049545451,-0.429545451,-0.186363639,0.13818182,0.07636364,-0.645454535,-0.308636363,0.118181813,0.291818182,-0.589545447,-0.475909095,-0.040454544,0.402727271,-0.494090908,-0.645454539,-0.203181823,0.230909091,-0.396818188,-0.529090915,-0.229545458,0.049090911,-0.287727269,-0.247727277,-0.088181815,0.020909091,-0.331363634,-0.088636365,0.143636367,0.255454542
10/25/2011,-3.426818181,-2.846818209,-2.546363644,-2.500000001,-3.223636342,-2.784090913,-2.418636381,-2.341818185,-3.045909115,-2.623636387,-2.198636382,-2.053636344,-2.884090911,-2.470454544,-2.052727279,-1.770454554,-2.714545459,-2.508181844,-2.045454555,-1.52772727,-2.798636363,-2.652272717,-2.112272712,-1.555000017,-2.90045457,-2.59000001,-2.13590911,-1.790454546,-2.736363655,-2.333636382,-1.97227273,-1.838181812,-2.650909119,-2.145454544,-1.723181821,-1.64
10/26/2011,-3.176000024,-2.683000008,-2.390999998,-2.285999992,-2.736500022,-2.414999988,-2.135999978,-2.217000001,-2.841500007,-2.430499987,-1.861500004,-1.96250001,-3.240000024,-2.643000004,-1.946500005,-1.91649999,-3.141999991,-3.07900004,-2.676999983,-2.449500006,-3.001499984,-3.343500009,-3.189500022,-3.128500009,-2.962499995,-3.273500022,-3.21800001,-3.129000002,-3.140000003,-3.200999975,-3.130999976,-3.087999988,-3.535499997,-3.299000007,-3.077499986,-3.119500017
10/27/2011,-1.805217394,-1.481739137,-1.312173908,-1.244782611,-1.488260862,-1.275652162,-1.124347826,-1.128695637,-1.349130434,-1.164782619,-0.964782607,-0.978695645,-1.275217395,-1.076956528,-0.902173899,-0.967826085,-1.156086969,-1.17173915,-1.145217386,-1.189130418,-1.125652169,-1.226086969,-1.300000005,-1.377826097,-1.101739123,-1.118695636,-1.114782605,-1.093043467,-1.059999982,-0.98391304,-0.894347831,-0.839130427,-1.100869594,-0.949130432,-0.833043482,-0.89956523
10/28/2011,-2.469565228,-2.147391307,-1.994782603,-1.957826097,-2.265652191,-2.041739138,-1.88608695,-1.820434778,-1.990434797,-1.843913051,-1.751304366,-1.667826078,-1.657391316,-1.582608705,-1.585217398,-1.601739131,-1.539130427,-1.500434761,-1.538695668,-1.567391302,-1.660434758,-1.479130445,-1.503478259,-1.512608714,-1.783043486,-1.487826073,-1.434782606,-1.4252174,-1.65956522,-1.456956515,-1.363043464,-1.346521734,-1.456956523,-1.352173904,-1.274782608,-1.263043496
10/29/2011,-1.500869566,-1.266086947,-1.167826095,-1.208260881,-1.613913055,-1.433043458,-1.257826088,-1.297826101,-1.64608696,-1.428260865,-1.192608715,-1.234347837,-1.677826085,-1.44347825,-1.208695648,-1.179565218,-1.623043467,-1.552608701,-1.392173914,-1.268260863,-1.664347846,-1.638695645,-1.530434765,-1.433043479,-1.738695653,-1.600869557,-1.475652173,-1.385217388,-1.721304346,-1.518695658,-1.352608685,-1.301304371,-1.75826086,-1.462608684,-1.201739135,-1.162173918
10/30/2011,-4.778000015,-4.214000022,-3.903000027,-3.820499998,-4.439500016,-4.023000032,-3.689999992,-3.623499978,-4.223500025,-3.834999967,-3.433500004,-3.316500029,-4.061000025,-3.665499985,-3.272999978,-3.071500006,-3.884000009,-3.723999995,-3.350000027,-2.954499981,-4.021499991,-3.858000016,-3.453499961,-3.045499985,-4.239500034,-3.832499963,-3.450999999,-3.18599999,-4.248000014,-3.721000001,-3.294500017,-3.185499969,-4.366499984,-3.66099999,-3.064500023,-3.002000022
10/31/2011,-3.964782616,-3.370869538,-3.049565215,-3.004347815,-3.777391317,-3.342173908,-2.95869564,-2.959130454,-3.789565237,-3.300434795,-2.733043484,-2.686956535,-3.932173921,-3.358695638,-2.716521763,-2.450869555,-3.801739158,-3.594347823,-3.016521743,-2.462608731,-3.840434731,-3.833043464,-3.288695631,-2.778260864,-3.978260884,-3.79695653,-3.382608683,-3.060434803,-4.055652192,-3.661739144,-3.272608681,-3.159130459,-4.322173917,-3.637391299,-3.038695694,-2.924782601
11/1/2011,-3.385000007,-2.81954546,-2.554090944,-2.531818179,-3.260909048,-2.818636379,-2.452727268,-2.386818177,-3.105454556,-2.688181806,-2.280909083,-2.143181799,-2.939090919,-2.546818187,-2.166363636,-1.917272715,-2.796818188,-2.582727252,-2.171818194,-1.715454575,-2.992727278,-2.713181832,-2.237272738,-1.760909096,-3.268181875,-2.749545434,-2.328636362,-2.051818174,-3.223636396,-2.674090897,-2.267272741,-2.177272742,-3.207727282,-2.580454561,-2.05545454,-1.960454566
11/2/2011,-5.843809537,-5.090952374,-4.666190511,-4.574761902,-5.476190453,-4.924761863,-4.446190482,-4.417619103,-5.362380891,-4.763333321,-4.07857141,-3.999523821,-5.405238083,-4.711904753,-3.961428608,-3.671904757,-5.204285735,-4.959047579,-4.303333339,-3.67714287,-5.281428541,-5.228571404,-4.613809552,-4.020476205,-5.453333287,-5.124285709,-4.588571424,-4.174761874,-5.40666671,-4.837142876,-4.304761898,-4.125238089,-5.569523766,-4.695238136,-3.944761935,-3.835238048
11/3/2011,-2.325217397,-1.892608692,-1.661304356,-1.599565223,-2.031304353,-1.749999975,-1.517826088,-1.583478269,-2.105217367,-1.778260878,-1.350869558,-1.426521748,-2.374782619,-1.932608702,-1.426956527,-1.388260869,-2.294347834,-2.240869566,-1.939565228,-1.759999993,-2.236956541,-2.43304344,-2.301304323,-2.230434765,-2.264782616,-2.369130421,-2.276956537,-2.182608719,-2.393478268,-2.300434767,-2.153043472,-2.098695659,-2.696521759,-2.369565222,-2.083043491,-2.100434775
11/4/2011,2.944347833,2.839565225,2.742608729,2.711739125,2.948695639,2.838260858,2.6991304,2.783043488,3.188260861,2.961304338,2.624782643,2.721304326,3.581739156,3.224782633,2.749130438,2.589130438,3.581739115,3.479130429,3.04173906,2.641304332,3.469999998,3.672608738,3.286956533,2.933478241,3.388695644,3.578260888,3.339130417,3.106956518,3.350434801,3.360000019,3.24000001,3.150869546,3.473478203,3.273478249,3.07956523,2.980434775
11/5/2011,-1.595789459,-1.192105282,-0.990526313,-0.973684214,-1.523684199,-1.211052625,-0.930526315,-0.927368413,-1.594210501,-1.233157905,-0.8131579,-0.759473679,-1.75421053,-1.330526316,-0.822631565,-0.483684193,-1.691052627,-1.470526308,-0.884736839,-0.24789473,-1.723157902,-1.667894736,-1.009473685,-0.361052628,-1.802105257,-1.636315767,-1.1594737,-0.785263171,-1.774210535,-1.445789461,-1.100526308,-0.982105246,-1.888421032,-1.331578944,-0.834210535,-0.643157895
11/6/2011,-3.959999981,-3.336190451,-3.00238099,-2.931428586,-3.681428625,-3.216190463,-2.818571437,-2.843809519,-3.745238054,-3.224285739,-2.604761913,-2.589523809,-3.990476165,-3.360952366,-2.64952378,-2.411428574,-3.86714287,-3.675714311,-3.08476192,-2.557142882,-3.93952381,-3.943809532,-3.443333342,-2.989047607,-4.157142889,-3.910476208,-3.500476179,-3.195238102,-4.284285704,-3.797142858,-3.349523794,-3.232857136,-4.620476178,-3.808571452,-3.105714327,-3.040000019
11/7/2011,-4.294761907,-3.658571459,-3.328095266,-3.243809541,-3.910476219,-3.469047603,-3.116190485,-3.151904759,-3.841904788,-3.392380964,-2.874761911,-2.902380938,-3.926190467,-3.404285692,-2.852857153,-2.771428579,-3.779999994,-3.661428576,-3.297619065,-3.023809544,-3.867142848,-3.860476187,-3.624761922,-3.448571427,-4.099047649,-3.890952394,-3.693809509,-3.569047633,-4.272857132,-3.930952435,-3.653809513,-3.610476176,-4.566190481,-4.014285723,-3.531428587,-3.46904762
11/8/2011,-2.822857146,-2.382380949,-2.159047621,-2.099523794,-2.486190476,-2.213333351,-2.009523816,-2.048571405,-2.366666659,-2.108571427,-1.817142841,-1.877619039,-2.347142846,-2.050952367,-1.78238095,-1.902857145,-2.227142871,-2.238571441,-2.22428571,-2.342857128,-2.268571423,-2.326666669,-2.499047614,-2.742380965,-2.429047615,-2.413809524,-2.553809529,-2.68761905,-2.713333329,-2.650000016,-2.637619041,-2.698571392,-3.039523812,-2.88285713,-2.743809541,-2.795238126
11/9/2011,-1.142105272,-0.637894737,-0.384736856,-0.347368406,-0.933684217,-0.579473671,-0.280526307,-0.323684216,-1.017894735,-0.617894737,-0.13052632,-0.150000005,-1.262631584,-0.76578947,-0.1931579,-0.015789466,-1.187368408,-1.032105291,-0.554736826,-0.133157896,-1.199473668,-1.250000008,-0.84999998,-0.50631579,-1.320000013,-1.264210532,-0.996315764,-0.791052638,-1.479999996,-1.247894758,-0.99842107,-0.942105252,-1.799999977,-1.310000002,-0.871578949,-0.806842104
11/10/2011,1.191666667,1.214444458,1.232222225,1.228333345,1.160000003,1.192777781,1.228333329,1.208333333,1.136666673,1.183333334,1.237777773,1.21111112,1.111111121,1.166666677,1.231111109,1.253888885,1.107777781,1.145555584,1.219444445,1.29722224,1.068888875,1.118888903,1.198888897,1.277222216,1.006666675,1.101111084,1.168333344,1.208888915,0.994999997,1.092222218,1.160555558,1.167222208,0.980555541,1.098333317,1.200000013,1.220555551
11/11/2011,-0.557499987,-0.313500008,-0.213000011,-0.218499992,-0.517500009,-0.342500001,-0.204000005,-0.186999992,-0.4705,-0.310999989,-0.156000004,-0.109999989,-0.423000009,-0.273000004,-0.1035,0.093999991,-0.372499994,-0.24449999,0.049500006,0.423000008,-0.437000004,-0.310499997,0.098499997,0.531999996,-0.497499996,-0.274000004,0.057999988,0.307999993,-0.367000005,-0.098,0.14250001,0.23000001,-0.276999998,0.065500005,0.365499999,0.489999998
11/12/2011,-4.553333339,-3.990476211,-3.642380987,-3.533333358,-4.210476194,-3.774285702,-3.382857152,-3.347142867,-4.152380966,-3.653809513,-3.06142857,-2.976190465,-4.256190493,-3.654285692,-2.966666687,-2.654285709,-4.083333339,-3.871904805,-3.222857169,-2.575714293,-4.032380927,-4.124285704,-3.478571415,-2.831904769,-3.986190444,-3.922380941,-3.399523826,-2.945238085,-3.785714297,-3.458095278,-3.045714322,-2.839047614,-3.813333375,-3.21571433,-2.705238093,-2.635714258
11/13/2011,-4.383043537,-3.761304363,-3.419130464,-3.3234783,-3.995652134,-3.551739137,-3.184782597,-3.188695672,-3.953043495,-3.479565246,-2.921304322,-2.896086973,-4.083478282,-3.51826085,-2.893043503,-2.705217393,-3.919565242,-3.776956496,-3.279565225,-2.841304323,-3.886086933,-4.006086966,-3.594347835,-3.190869591,-3.890869545,-3.816521715,-3.435217406,-3.104782607,-3.798695696,-3.453478253,-3.059565223,-2.881304326,-3.945652169,-3.320869586,-2.801304361,-2.806521768
11/14/2011,-2.828499999,-2.574999982,-2.441000009,-2.383500028,-2.534499989,-2.391999976,-2.292499989,-2.369499969,-2.580999997,-2.422000009,-2.192000014,-2.300999987,-2.78800002,-2.541999987,-2.268000007,-2.374500012,-2.735000028,-2.779500011,-2.725,-2.79849999,-2.65150001,-2.88399999,-3.012999988,-3.184999973,-2.607,-2.7925,-2.875500011,-2.909499997,-2.652000016,-2.715000015,-2.712499988,-2.686500019,-2.805500033,-2.729500002,-2.656499988,-2.717000008
11/15/2011,-1.359000012,-1.274500003,-1.215500016,-1.176000014,-1.203499993,-1.153500003,-1.104999997,-1.160499988,-1.227500013,-1.137500009,-0.988000018,-1.085999987,-1.353,-1.190499989,-1.018000011,-1.173999973,-1.324000008,-1.373500006,-1.417500001,-1.584999981,-1.243999989,-1.435999991,-1.657000008,-1.932999998,-1.202499991,-1.442500005,-1.645999998,-1.785999992,-1.328999995,-1.531500003,-1.677999979,-1.725499994,-1.487500006,-1.662000011,-1.808500004,-1.914999995
11/16/2011,-0.577142848,-0.374761904,-0.268095221,-0.227142856,-0.438571415,-0.266190462,-0.138095228,-0.014761901,-0.122857156,-0.02714286,0.001428564,0.168095224,0.298571425,0.304285724,0.217619051,0.20999999,0.414761909,0.452857141,0.362380953,0.306190489,0.314285707,0.509047627,0.467142847,0.481428585,0.269523802,0.613333346,0.731428578,0.804761896,0.455238085,0.794761908,1.025238086,1.11238094,0.643809524,0.916190487,1.096190485,0.952857139
11/17/2011,1.000454552,1.073181807,1.092727285,1.094999987,1.044090921,1.099090908,1.112272731,1.179090921,1.275909095,1.241818152,1.124545453,1.20454545,1.627727264,1.489999999,1.267272746,1.221818173,1.67727274,1.681363649,1.520454555,1.419090911,1.571818193,1.780454558,1.702727276,1.676363624,1.510909082,1.801363646,1.83863635,1.837727269,1.662272746,1.861363633,1.952272729,1.97772727,1.894545451,1.961363619,1.989090887,1.924090906
11/18/2011,-4.3152174,-3.863478298,-3.639565185,-3.622173899,-4.185217388,-3.860434817,-3.583043464,-3.586521705,-4.079130444,-3.742173911,-3.383478244,-3.377391308,-4.008260887,-3.653043496,-3.326521721,-3.354347838,-3.885217387,-3.816086931,-3.691739101,-3.665217392,-3.978260892,-3.922608725,-3.937826092,-3.995217411,-4.155217397,-3.955652187,-3.925217382,-3.932608683,-4.213913029,-4.009565215,-3.885652159,-3.881739128,-4.280869566,-4.037391312,-3.830434744,-3.8473913
11/19/2011,-6.149499989,-5.698000026,-5.408500028,-5.287000012,-5.668999982,-5.366499996,-5.106000018,-5.129499936,-5.584000015,-5.226499987,-4.761000037,-4.80449996,-5.707000017,-5.221000051,-4.68900001,-4.679499972,-5.540500021,-5.507500005,-5.217000008,-5.05150001,-5.41099999,-5.696000028,-5.586000013,-5.529999995,-5.333999991,-5.599000001,-5.544499969,-5.456499958,-5.419999981,-5.473999953,-5.40849998,-5.353999996,-5.691499996,-5.491000032,-5.293500018,-5.294500017
11/20/2011,-4.586521708,-4.269565251,-4.075217413,-3.994782603,-4.211304374,-4.024782616,-3.872608755,-3.878260882,-4.101304324,-3.895217419,-3.620869564,-3.643913041,-4.129130452,-3.845217373,-3.542608696,-3.574347833,-4.015217408,-4.014782626,-3.896521745,-3.871739118,-3.94304347,-4.117826151,-4.132608725,-4.207391293,-3.921739158,-4.138260862,-4.218695672,-4.260434783,-4.01086957,-4.18913041,-4.295217369,-4.325217413,-4.133913061,-4.246521711,-4.318695618,-4.298695637
11/21/2011,-3.625454558,-3.314999985,-3.142727255,-3.088636344,-3.371818188,-3.177272748,-2.995909097,-3.114545452,-3.565454595,-3.267727263,-2.824545455,-2.97954544,-4.014090878,-3.540909076,-2.968181793,-2.998181798,-3.968636384,-3.954545479,-3.661818201,-3.544090889,-3.802272753,-4.177272713,-4.133181816,-4.189090946,-3.720000007,-4.147727238,-4.220909043,-4.223636367,-3.867272762,-4.136363631,-4.246363662,-4.253636328,-4.152272696,-4.216363647,-4.233636379,-4.219545484
11/22/2011,-1.723000003,-1.617499997,-1.561499994,-1.504499989,-1.452499986,-1.418000011,-1.409500018,-1.489500002,-1.533999997,-1.481000023,-1.357000005,-1.480999994,-1.769499996,-1.631000008,-1.466499992,-1.640000004,-1.760000021,-1.858999999,-1.932499969,-2.157999992,-1.668499989,-1.920999991,-2.2095,-2.560499988,-1.655000007,-1.922000009,-2.170500017,-2.341999997,-1.910999998,-2.073499998,-2.181500022,-2.232500002,-2.258500007,-2.278999995,-2.280500001,-2.365499994
11/23/2011,0.733478264,0.618260858,0.569565206,0.589130437,0.815652175,0.742173901,0.634347829,0.819130437,1.343478252,1.103913051,0.688695637,0.898695657,2.143478264,1.690869568,1.051304351,0.91565218,2.225652172,2.156086952,1.645652173,1.252173908,2.00826086,2.428260875,2.088695658,1.855652191,1.877391309,2.430434773,2.363913051,2.245217351,2.070000019,2.41478264,2.525652173,2.527826077,2.441739141,2.508695676,2.509565208,2.3956522
11/24/2011,-2.052499962,-1.786000013,-1.672499964,-1.694000021,-2.093000031,-1.873499997,-1.694000004,-1.591999981,-1.889500013,-1.720000018,-1.611500017,-1.445499997,-1.569999981,-1.484500024,-1.452500004,-1.282999998,-1.487999993,-1.349,-1.21650001,-0.997500014,-1.701500034,-1.348499996,-1.090999983,-0.815500003,-1.956499985,-1.456500004,-1.215499988,-1.095499982,-1.940000007,-1.53350002,-1.297999999,-1.282000013,-1.84550001,-1.496500003,-1.205499996,-1.096999992
11/25/2011,-5.761000013,-5.121500027,-4.735499966,-4.591999984,-5.251999998,-4.783500063,-4.382500017,-4.383000004,-5.242999995,-4.708999991,-4.044999993,-4.008000016,-5.486999941,-4.805000043,-4.02099998,-3.790000021,-5.321000004,-5.153499997,-4.532500005,-3.994000018,-5.291499972,-5.444499969,-4.940500033,-4.483999956,-5.373999977,-5.329000008,-4.931500041,-4.597999966,-5.462499976,-5.102500021,-4.691499996,-4.545000017,-5.825000072,-5.082500005,-4.436000025,-4.387499988
11/26/2011,-5.707619077,-5.064285687,-4.658571425,-4.521904741,-5.293809505,-4.805714289,-4.343809525,-4.467142866,-5.610952423,-4.932381017,-4.009523789,-4.132380928,-6.334285668,-5.36857144,-4.185238089,-3.897619054,-6.208095233,-5.999523799,-5.056190434,-4.267142864,-5.995238122,-6.459047635,-5.735714299,-5.109047663,-5.909047626,-6.271428608,-5.808571361,-5.361428579,-6.013809567,-5.904761859,-5.560952425,-5.376666693,-6.530952385,-5.847142878,-5.211904776,-5.115714266
11/27/2011,-4.503181799,-4.036818174,-3.74954546,-3.644545463,-4.139090898,-3.80136362,-3.505000049,-3.552272705,-4.177272726,-3.765454547,-3.23818184,-3.290454523,-4.426363636,-3.879090889,-3.270454569,-3.24818182,-4.294090916,-4.24136365,-3.908181835,-3.728181861,-4.180909097,-4.465454497,-4.351363637,-4.300000017,-4.132272754,-4.340454516,-4.256818137,-4.145909136,-4.187727281,-4.168181847,-4.043636344,-3.963636344,-4.441818178,-4.18090907,-3.955454534,-4.018181823
11/28/2011,-0.02476191,-0.42666666,-0.562857139,-0.524761899,0.045714304,-0.250000023,-0.483809539,-0.493809538,0.120952359,-0.15428571,-0.427142859,-0.5047619,0.197142838,-0.062857139,-0.350000024,-0.619999988,0.171428572,-0.004761903,-0.380476205,-0.809523799,0.313333375,0.106666656,-0.342380913,-0.812857116,0.506666651,0.075714262,-0.340476155,-0.634285696,0.435238055,-0.082380953,-0.49571429,-0.610952393,0.439999992,-0.186190477,-0.704285729,-0.818095234
11/29/2011,3.944736832,3.359999995,3.050000003,3.027368439,4.011578936,3.483684251,2.993684223,2.950526307,4.115789464,3.514210488,2.856315788,2.706842153,4.268947363,3.617368397,2.920526329,2.618421002,4.156842131,3.893157884,3.294210522,2.739473694,4.318421075,4.151052651,3.613684165,3.100000005,4.578947394,4.075789452,3.565263146,3.197894761,4.447368459,3.809473653,3.283157876,3.114736871,4.434210501,3.671052619,3.060526302,3.115789476
11/30/2011,1.762000001,1.464500011,1.334000004,1.361999986,1.917000006,1.64400001,1.406499996,1.371999993,1.857499999,1.601499999,1.381999993,1.300500001,1.706500019,1.508000007,1.369999991,1.334,1.635000013,1.541000018,1.47850001,1.442999985,1.791499995,1.579500023,1.555000015,1.527500029,1.975999986,1.571000003,1.446500023,1.392000013,1.838999993,1.500500004,1.300500003,1.250499994,1.644500004,1.422500006,1.281000002,1.369500007
