Date,Average of vwind0,Average of vwind1,Average of vwind2,Average of vwind3,Average of vwind4,Average of vwind5,Average of vwind6,Average of vwind7,Average of vwind8,Average of vwind9,Average of vwind10,Average of vwind11,Average of vwind12,Average of vwind13,Average of vwind14,Average of vwind15,Average of vwind16,Average of vwind17,Average of vwind18,Average of vwind19,Average of vwind20,Average of vwind21,Average of vwind22,Average of vwind23,Average of vwind24,Average of vwind25,Average of vwind26,Average of vwind27,Average of vwind28,Average of vwind29,Average of vwind30,Average of vwind31,Average of vwind32,Average of vwind33,Average of vwind34,Average of vwind35
4/9/2014,-4.909130428,-4.228695652,-3.818260893,-3.723478302,-4.717391263,-4.130000021,-3.591304375,-3.493478272,-4.733912986,-4.066521748,-3.30695653,-3.076521736,-4.877391276,-4.117391301,-3.25304347,-2.711739116,-4.680000025,-4.359999988,-3.451739094,-2.497391296,-4.69086958,-4.68521737,-3.712608721,-2.727826104,-4.739130445,-4.473913089,-3.685217458,-3.036956523,-4.508695634,-3.919565201,-3.283913042,-3.012608691,-4.563043491,-3.626521681,-2.836086942,-2.716521721
4/10/2014,-3.200909086,-2.959545463,-2.760000016,-2.671363614,-2.963181805,-2.765454553,-2.578181794,-2.506363632,-2.837727313,-2.612272754,-2.346818188,-2.238636369,-2.775909096,-2.508636382,-2.225454535,-2.119545462,-2.648636386,-2.591363615,-2.38090909,-2.19181818,-2.608636358,-2.686363595,-2.506818193,-2.307272705,-2.555454516,-2.508636353,-2.288181817,-2.088636369,-2.464090894,-2.220909095,-1.944090903,-1.810454554,-2.546818157,-2.116363645,-1.767272734,-1.826363635
4/11/2014,-1.267727273,-0.914545455,-0.764090911,-0.760909087,-1.27545453,-0.986818166,-0.740454541,-0.730454542,-1.340000011,-1.038636366,-0.712272726,-0.651363629,-1.438636369,-1.119090909,-0.77454546,-0.601363642,-1.381363631,-1.255454549,-0.945000004,-0.652272722,-1.434090914,-1.384999997,-1.09863636,-0.824999994,-1.542272722,-1.356363636,-1.104999994,-0.919090908,-1.556363633,-1.259545455,-0.996363637,-0.917272713,-1.666363647,-1.225909092,-0.850000003,-0.800909099
4/12/2014,-0.459166679,-0.064583331,0.106250003,0.155833331,-0.233750006,0.057083339,0.242500009,0.306249999,-0.071250009,0.116250004,0.255416671,0.379999999,0.12083333,0.240000006,0.295833334,0.341666673,0.204583329,0.256250003,0.271666671,0.279583333,-0.001666658,0.249583327,0.253333336,0.256250006,-0.318333334,0.159583323,0.25875,0.263750003,-0.50499999,-0.022500004,0.265833333,0.271666671,-0.700416656,-0.160416667,0.286250004,0.265833337
4/13/2014,-1.310000002,-1.214347825,-1.140434782,-1.106521731,-1.192608682,-1.13260869,-1.083478258,-1.078695654,-1.14434783,-1.081304345,-1.005652164,-1.006521742,-1.127826072,-1.049999992,-0.986086947,-1.055217391,-1.079999988,-1.117826085,-1.176086948,-1.301304348,-1.069130426,-1.133478264,-1.286086943,-1.456521747,-1.076521735,-1.121739125,-1.222173931,-1.296086938,-1.105652168,-1.145217383,-1.185217382,-1.195217383,-1.13869565,-1.183913033,-1.229565218,-1.304347798
4/14/2014,1.801304324,1.8573913,1.84608695,1.819130434,1.814782603,1.836086969,1.803043489,1.946956516,2.229565222,2.095652176,1.808695649,1.984347834,2.880869562,2.554782626,2.066521725,1.991304358,2.950434822,2.919130424,2.527391315,2.22956523,2.746956527,3.128260843,2.871304372,2.663043468,2.566521764,2.986956524,2.868260871,2.697391277,2.553478257,2.743913034,2.72826089,2.650000018,2.743043471,2.683043454,2.605652192,2.601739142
4/15/2014,3.509999979,3.360476136,3.249523813,3.210000004,3.444285739,3.298571436,3.160476222,3.135714267,3.370952354,3.207619054,3.037619015,2.994761896,3.300476183,3.130476182,2.968571453,2.943333297,3.231904764,3.180476197,3.082380971,3.010476189,3.304285704,3.230000026,3.166190488,3.10761904,3.415714315,3.211904767,3.109047647,3.045714288,3.401428569,3.171904754,3.007619079,2.965238116,3.410476209,3.161904805,2.97190476,3.02190475
4/16/2014,-4.556818203,-3.887272721,-3.517272743,-3.45636361,-4.399999976,-3.873636397,-3.400000049,-3.37000001,-4.509999996,-3.906818168,-3.198636391,-3.07454543,-4.781363655,-4.066363627,-3.27227273,-2.951363622,-4.640000018,-4.424999936,-3.775909082,-3.201818158,-4.684545522,-4.724090966,-4.18272725,-3.699999989,-4.874090905,-4.683181828,-4.256363641,-3.927727277,-5.03318183,-4.564545485,-4.108636363,-3.980000035,-5.432272662,-4.633181843,-3.955909084,-3.941363671
4/17/2014,-1.419999977,-1.29523809,-1.224761916,-1.189523815,-1.255714272,-1.194761898,-1.156190471,-1.183333344,-1.249047626,-1.192857143,-1.108095247,-1.153809534,-1.31095238,-1.22238096,-1.127619045,-1.189523806,-1.294285728,-1.312857155,-1.316190481,-1.380476196,-1.338571424,-1.345238078,-1.431904762,-1.555714289,-1.473809532,-1.425714308,-1.498095241,-1.577619054,-1.712380949,-1.629999996,-1.594285711,-1.634761907,-1.981904769,-1.82952381,-1.697142847,-1.702380957
4/18/2014,2.598636367,2.309545444,2.156818232,2.12590909,2.515454538,2.289090904,2.087727219,2.16454546,2.753181813,2.456818175,2.061363622,2.12,3.160000002,2.749545447,2.229545442,2.045000011,3.130000003,3.028181802,2.556818199,2.125454557,3.01681815,3.239090978,2.82863639,2.438636357,2.907727253,3.079090938,2.792727275,2.511818208,2.703636397,2.70772726,2.572272723,2.445909107,2.643636383,2.48681818,2.338181818,2.276818187
4/19/2014,-0.08454544,0.148636365,0.233181837,0.218181807,-0.106818181,0.093636359,0.231818169,0.41181816,0.218181816,0.301363625,0.25909089,0.540000007,0.746818188,0.667727271,0.494090917,0.72909088,0.847727266,0.980000013,1.039999983,1.275909086,0.659545464,1.060909087,1.368636378,1.755000015,0.527272718,1.046363608,1.365909093,1.563636357,0.783181849,1.17636363,1.421363654,1.489090921,1.149545439,1.386818171,1.560909087,1.646818155
4/20/2014,-3.83086955,-3.223478276,-2.868260881,-2.788260875,-3.650434774,-3.153913042,-2.709130443,-2.729130424,-3.875217396,-3.282173893,-2.55521738,-2.49391306,-4.321304332,-3.580434778,-2.716956512,-2.388695639,-4.217826055,-4.010000011,-3.294782618,-2.669999999,-4.224347851,-4.343913068,-3.757826142,-3.233043494,-4.374782614,-4.259999939,-3.806956519,-3.443043429,-4.495217385,-4.065217412,-3.60826086,-3.459565214,-4.893043518,-4.097391253,-3.423478261,-3.399565204
4/21/2014,-3.678749949,-3.342916667,-3.148333351,-3.09374999,-3.540000002,-3.259166648,-3.012083332,-2.942499995,-3.523749997,-3.222500006,-2.882083341,-2.737916663,-3.570416669,-3.232500017,-2.865833322,-2.66291667,-3.470833341,-3.363333344,-3.040833344,-2.735833357,-3.498750011,-3.497083296,-3.199166685,-2.904999981,-3.577500006,-3.422083308,-3.146666666,-2.932499985,-3.591666659,-3.269166638,-2.963749985,-2.859999999,-3.752083341,-3.254583314,-2.850000014,-2.865000019
4/22/2014,-3.030909099,-2.50772726,-2.232727295,-2.181363604,-2.871818196,-2.435909098,-2.081363662,-1.910909084,-2.544545453,-2.181818185,-1.884090922,-1.604545455,-2.111818206,-1.845454557,-1.645454571,-1.38545454,-1.909545466,-1.733181825,-1.458181817,-1.094090905,-2.045454536,-1.784090933,-1.383181819,-0.924999997,-2.155909099,-1.68318181,-1.255454541,-0.943636358,-1.90818179,-1.386818179,-0.971818196,-0.820454544,-1.704545459,-1.160000002,-0.734545472,-0.721818188
4/23/2014,-1.963913036,-1.73130434,-1.56782609,-1.523478275,-1.952173917,-1.708695655,-1.471304347,-1.395217385,-2.001304347,-1.70869566,-1.374782606,-1.212173906,-2.093913037,-1.758260869,-1.375652178,-1.104782607,-2.023913057,-1.87478258,-1.470000003,-1.046086958,-2.043913043,-2.02173913,-1.589130435,-1.148260874,-2.090434784,-1.92130435,-1.550434773,-1.253043473,-2.013478264,-1.677391306,-1.337391307,-1.208260872,-2.083478241,-1.561304339,-1.122608699,-1.073478253
4/24/2014,-1.178260863,-0.91173913,-0.745217388,-0.711304341,-1.155652174,-0.906956529,-0.676521744,-0.58608696,-1.138695647,-0.867826077,-0.577391311,-0.402173918,-1.134782602,-0.850869575,-0.539130432,-0.270000012,-1.058260874,-0.910434773,-0.552608681,-0.16130436,-1.108695649,-1.02391303,-0.616086956,-0.201739131,-1.193043473,-0.987826086,-0.653478258,-0.399130443,-1.184347825,-0.85434782,-0.550869561,-0.455217387,-1.28565217,-0.794782611,-0.372173914,-0.286521743
4/25/2014,-0.778333332,-0.82833334,-0.809166665,-0.784166679,-0.750416659,-0.774583329,-0.786666672,-0.777083337,-0.769583337,-0.775833328,-0.763749994,-0.747499997,-0.819583322,-0.802083333,-0.775416666,-0.777500004,-0.817499999,-0.848749996,-0.875833326,-0.935416669,-0.757083332,-0.861249999,-0.935833342,-1.024583335,-0.687083336,-0.849583337,-0.936250001,-0.98625,-0.672499995,-0.841666667,-0.957083331,-0.977083346,-0.653750001,-0.845833332,-1.006666663,-0.997500001
4/26/2014,-1.943157905,-1.916315794,-1.856315801,-1.814736837,-1.885789457,-1.837368438,-1.778421044,-1.719473682,-1.936315787,-1.856842104,-1.74368421,-1.63052632,-2.036842101,-1.918947345,-1.771052618,-1.660526316,-2.018947375,-2.005263159,-1.890526326,-1.796842105,-1.961052631,-2.062631576,-1.981052606,-1.907894731,-1.900526323,-2.01105264,-1.964210529,-1.90210525,-1.843684218,-1.902105269,-1.899999998,-1.871578944,-1.837368438,-1.851578967,-1.86157896,-1.855789461
4/27/2014,0.682608685,0.963478268,1.137391295,1.163478259,0.663478262,0.926086934,1.194347842,1.233913058,0.533913048,0.879565206,1.298260859,1.416086955,0.315217391,0.740434771,1.243043471,1.538695674,0.354782621,0.533478248,1.009130443,1.471304336,0.34043479,0.338260883,0.79434782,1.195217379,0.223913042,0.26260869,0.532608711,0.731304355,-0.0095652,0.186521748,0.394782627,0.424347854,-0.378260855,0.056086956,0.450000009,0.600869574
4/28/2014,2.388571418,2.361904772,2.34714287,2.336666678,2.38285715,2.351428597,2.326190492,2.378095238,2.540000016,2.480952388,2.379523834,2.431428566,2.772857134,2.663333359,2.517142852,2.538571423,2.797619048,2.813333341,2.750476153,2.750952386,2.765714292,2.876190483,2.904285706,2.940952398,2.740000024,2.774285729,2.753809515,2.716666695,2.624285706,2.606666654,2.560952386,2.506190499,2.551904757,2.510476168,2.487142839,2.57666667
4/29/2014,3.119090871,3.044090905,2.969999985,2.922727271,3.019999976,2.949545454,2.865454533,2.966363636,3.29590909,3.12272728,2.827272702,2.948181846,3.774090908,3.452727242,3.025909099,3.015454525,3.786363623,3.790454529,3.539545471,3.414999989,3.618636391,3.965454557,3.894090869,3.867272745,3.463181799,3.805454525,3.777272723,3.685909109,3.379090894,3.549545472,3.56181821,3.487272685,3.44227275,3.454999989,3.45409092,3.525909066
4/30/2014,2.750416667,2.745833331,2.705416664,2.649583365,2.589583313,2.594166655,2.577499981,2.690416669,2.87833332,2.777916638,2.542499979,2.688333328,3.401666641,3.13333332,2.755000005,2.811666648,3.429166655,3.490000034,3.325000023,3.314583311,3.202916659,3.648333356,3.702083349,3.804999997,2.98291669,3.46708337,3.538333322,3.511666656,2.965833311,3.234583343,3.307083334,3.24833333,3.13166664,3.202083334,3.252083331,3.359583358
5/1/2014,3.824782613,3.912608689,3.902173902,3.860434766,3.711739137,3.784347865,3.836521741,3.836521757,3.63130436,3.688695669,3.733478291,3.768695665,3.572608686,3.610869566,3.64521742,3.705217408,3.539130449,3.581739117,3.62608695,3.670434817,3.415652208,3.565217391,3.607826109,3.613478241,3.158260838,3.366086926,3.367826127,3.305217396,2.733913034,2.971739147,3.092173929,3.012608689,2.280869549,2.653913069,2.992173921,3.055652188
5/2/2014,2.60363636,2.673181826,2.675909072,2.648181842,2.557727256,2.581818201,2.612727298,2.548181802,2.279090911,2.361818178,2.518636346,2.470454541,1.871818207,2.04590909,2.31454545,2.449545438,1.78227274,1.852727278,2.124545471,2.370909089,1.788636354,1.731363622,1.967272715,2.130454528,1.633636366,1.548636366,1.608181823,1.626818192,1.023636357,1.144545457,1.270000006,1.201363649,0.232727273,0.701818178,1.141818186,1.255454553
5/3/2014,1.852380943,1.734761895,1.669999997,1.665238113,1.810952405,1.708571431,1.655714271,1.511904766,1.291904745,1.329523809,1.526666667,1.364761927,0.509523812,0.745714286,1.148095246,1.18761905,0.354285713,0.337142856,0.594761901,0.711428582,0.477142848,0.153809526,0.212857143,0.146666667,0.406190485,-0.022380954,-0.166190486,-0.270952381,-0.225238086,-0.448095255,-0.55809523,-0.675238108,-1.035714293,-0.93571429,-0.801428582,-0.768095236
5/4/2014,-5.368695674,-4.861304361,-4.565652173,-4.497826094,-5.164347814,-4.770000002,-4.42608697,-4.342173918,-5.073913035,-4.662608706,-4.211739141,-4.049130445,-5.049565191,-4.60434783,-4.13086956,-3.873913045,-4.886521754,-4.735217374,-4.302173936,-3.867391322,-4.890869576,-4.90565216,-4.471304334,-4.002173921,-4.876521774,-4.648695655,-4.186086966,-3.792608665,-4.600434822,-4.138695644,-3.664782659,-3.439999974,-4.52956522,-3.88391304,-3.3778261,-3.438260856
5/5/2014,-2.202173916,-1.713478249,-1.466956525,-1.443913032,-2.171739118,-1.767391291,-1.412173909,-1.395652175,-2.237391316,-1.802608709,-1.32173915,-1.232608704,-2.367391319,-1.890869549,-1.381739129,-1.158695648,-2.270434771,-2.104347828,-1.677826103,-1.289999997,-2.343043475,-2.295217391,-1.925652172,-1.578260864,-2.491739133,-2.247391313,-1.923043491,-1.678695649,-2.47434783,-2.097391305,-1.759565222,-1.654347839,-2.573043502,-2.03869565,-1.592173924,-1.540869557
5/6/2014,-0.377272718,0.067727272,0.247727275,0.204090913,-0.63318182,-0.214545447,0.195454548,0.228636367,-0.88181818,-0.369090923,0.20636364,0.36181818,-1.175454556,-0.602272726,0.07090908,0.560454544,-1.141818173,-0.824090912,-0.056363629,0.764090907,-1.242727258,-1.089545477,-0.249999995,0.551363638,-1.458636368,-1.163181833,-0.585454547,-0.15818182,-1.556363623,-1.1040909,-0.680454545,-0.579090906,-1.79318182,-1.090454537,-0.468636364,-0.239545456
5/7/2014,1.354782604,1.555217392,1.603913045,1.580869563,1.277826088,1.467826093,1.612608683,1.751304334,1.479565217,1.585652177,1.599130445,1.830434794,1.844347843,1.82391303,1.736956519,1.927391301,1.903478258,2.032173913,2.106521733,2.299999994,1.6478261,2.078695637,2.323478287,2.606956529,1.327826094,1.946086946,2.210869574,2.330434794,1.199565229,1.776956501,2.128260856,2.144782625,1.107391308,1.713043481,2.226956529,2.31434783
5/8/2014,2.064583319,2.057916677,2.014166667,1.986250002,1.985000015,2.002083343,1.994583332,2.075833323,2.178333316,2.11208336,1.949583339,2.062499994,2.529583349,2.344999999,2.060000021,2.013333353,2.556250007,2.544583335,2.310416646,2.125833362,2.377083315,2.665416659,2.500416668,2.374583351,2.17833332,2.595416629,2.575833316,2.497916659,2.085833355,2.428750011,2.587499999,2.569166633,2.05791666,2.343333323,2.56500002,2.527500009
5/9/2014,2.823333343,2.519583335,2.333333343,2.297083343,2.702083339,2.484583323,2.285000001,2.357916676,2.854166677,2.566250006,2.182083338,2.255000006,3.163750018,2.766666656,2.292083338,2.204166673,3.115416631,3.047916668,2.709166701,2.456666668,2.974999992,3.230833322,3.015416677,2.847500001,2.826666669,3.119999997,3.020833353,2.88333333,2.625416675,2.847916685,2.913333354,2.849999994,2.489166674,2.68583331,2.856666662,2.852499972
5/10/2014,3.263749977,3.030416667,2.875416681,2.829166661,3.094583342,2.94750003,2.804999982,2.905416672,3.304166665,3.065000003,2.701249997,2.824583332,3.729999989,3.339166626,2.856249998,2.844166694,3.70791663,3.69083336,3.414166689,3.276250005,3.507500003,3.883750035,3.801249956,3.775833324,3.294999958,3.726666646,3.725833324,3.644166693,3.129166675,3.44083334,3.553333336,3.49333331,3.07166665,3.320416645,3.536250013,3.59791667
5/11/2014,3.199090947,2.976363659,2.814090913,2.773636374,3.069545467,2.909999999,2.764090923,2.802272737,3.054545476,2.855000003,2.605454526,2.661363634,3.119545435,2.861818189,2.579545471,2.578636354,3.032272751,3.002727232,2.826818163,2.704545498,2.908636363,3.105909071,3.006363636,2.897727273,2.702727264,2.882272731,2.770454531,2.616818173,2.334545444,2.441818169,2.421363611,2.304999996,2.02999999,2.15272727,2.282727266,2.369545441
5/12/2014,1.192173912,1.145652171,1.089130445,1.075652166,1.152608692,1.126086956,1.091304341,1.112173911,1.140434778,1.0873913,1.013478268,1.050000001,1.160434781,1.079565208,0.983913045,0.983913044,1.126521738,1.121304349,1.05217391,0.995217395,1.007826091,1.156521769,1.102608696,1.047391294,0.803478266,1.033913043,1.016521739,0.951304358,0.553478259,0.776521736,0.883478265,0.839130435,0.306086956,0.601739139,0.86782609,0.926521745
5/13/2014,0.227727273,0.150909088,0.092727265,0.117272729,0.464545441,0.332727279,0.151818177,0.216818174,0.835909087,0.554090907,0.157727276,0.185000005,1.336363639,0.918636363,0.372272731,0.140909093,1.37727272,1.230909083,0.721363636,0.258636367,1.260454564,1.456363654,1.01363637,0.60909089,1.141818183,1.343636363,1.067272735,0.800000007,0.983636359,1.035000012,0.940454556,0.838181827,0.957272733,0.868181827,0.783636367,0.735
5/14/2014,1.888181825,1.688181844,1.559545422,1.534545463,1.909090898,1.706818189,1.500000005,1.527272723,2.119999948,1.832272754,1.459545478,1.442272712,2.446363628,2.063636362,1.594090923,1.401818206,2.427727275,2.311363626,1.891818172,1.514090911,2.416818192,2.497272742,2.139090893,1.811818189,2.480909089,2.44136363,2.172272709,1.952272756,2.514545414,2.300000005,2.056363609,1.97136364,2.70090909,2.273636375,1.904545466,1.871818181
5/15/2014,2.775217418,2.732608694,2.630434788,2.562608682,2.637391348,2.592608714,2.50739133,2.606521774,2.8452174,2.669130445,2.353043475,2.495217392,3.264347788,2.918695651,2.456086961,2.446521737,3.238260877,3.234782619,2.934782618,2.743478259,2.986521739,3.417391287,3.273913025,3.163043489,2.710434757,3.196087001,3.123913,2.971739131,2.633043468,2.854782602,2.844782629,2.740869567,2.787391289,2.769130445,2.747391322,2.853913062
5/16/2014,-6.566521696,-5.636956567,-5.113913054,-5.028260837,-6.422173925,-5.635652241,-4.934347837,-4.853043525,-6.493478246,-5.62608694,-4.660000013,-4.42608698,-6.703043461,-5.740869584,-4.678695642,-4.095217394,-6.490434792,-6.096956554,-5.075217444,-4.049565236,-6.629130446,-6.49434778,-5.47130436,-4.475652132,-6.906086963,-6.388260883,-5.546521747,-4.900869608,-6.816956551,-5.995217406,-5.234347862,-4.978695631,-6.994782666,-5.817391276,-4.826521775,-4.675217416
5/17/2014,-5.069545453,-4.522727262,-4.191818172,-4.091363636,-4.776818145,-4.345454541,-3.979545452,-3.917272752,-4.695000031,-4.249090932,-3.750454523,-3.619545503,-4.71499999,-4.218636394,-3.698636337,-3.501363603,-4.560000051,-4.418636387,-4.022727294,-3.682272716,-4.653181802,-4.600454504,-4.281363639,-3.981363611,-4.848636378,-4.538636348,-4.217727314,-3.982727278,-4.871818185,-4.397727251,-3.995454561,-3.878181783,-5.040000005,-4.380000028,-3.833636381,-3.833181815
5/18/2014,-2.424583346,-2.451666668,-2.433750004,-2.359583328,-2.096250013,-2.16125,-2.270833328,-2.170416678,-1.707500008,-1.892916664,-2.16291667,-2.079166643,-1.237083321,-1.519999996,-1.901666693,-2.031666659,-1.165416664,-1.25083332,-1.582916655,-1.857916668,-1.258750003,-1.087083338,-1.337083342,-1.531250002,-1.304999998,-1.085833337,-1.187499995,-1.294583343,-1.204166657,-1.11333332,-1.125416664,-1.139583329,-0.990416663,-1.062500016,-1.145416675,-1.193749994
5/19/2014,-1.847272721,-1.865454544,-1.856818172,-1.805454558,-1.615909089,-1.665454552,-1.746363622,-1.700454552,-1.353181815,-1.485454551,-1.674090903,-1.655454544,-1.035454538,-1.234545451,-1.504999995,-1.634999982,-0.98363635,-1.061818186,-1.317727281,-1.547727273,-1.032272723,-0.942272731,-1.161818174,-1.344545446,-1.04045455,-0.924090909,-1.026818176,-1.117727286,-0.929545448,-0.915909096,-0.958181823,-0.966818184,-0.732272725,-0.849545456,-0.965454536,-1.008181814
5/20/2014,-0.894545453,-0.961818172,-0.990909085,-0.965909096,-0.812727281,-0.864545458,-0.934999998,-0.896363624,-0.683181813,-0.79590909,-0.953636365,-0.919999996,-0.500454558,-0.667272718,-0.892272723,-0.995909091,-0.504090911,-0.559545453,-0.793636364,-1.025909092,-0.645909086,-0.465909085,-0.698181814,-0.928636363,-0.835909087,-0.575909089,-0.709090918,-0.863181816,-0.91181818,-0.79227272,-0.814999998,-0.879999987,-0.862727282,-0.884999993,-0.916363641,-0.947272722
5/21/2014,-0.583043477,-0.632608699,-0.669565214,-0.661304344,-0.510869563,-0.561304351,-0.641304348,-0.568695654,-0.246521741,-0.395217394,-0.638260872,-0.567391303,0.148695653,-0.111739132,-0.473478262,-0.582173918,0.18130435,0.12304348,-0.190434782,-0.456521741,0.064782606,0.274347828,0.030434788,-0.170869567,-0.024347822,0.226956523,0.115652177,-0.011304347,0.034782606,0.131304352,0.103913043,0.066086955,0.22869565,0.149565213,0.064347827,0.040869565
5/22/2014,0.729583331,0.941250002,0.983333341,0.950000019,0.560416661,0.774583345,0.960000004,0.96249999,0.306249992,0.543333338,0.805833323,0.899166669,0.019166666,0.277500008,0.593333334,0.845416658,-0.026249996,0.119999997,0.468333325,0.821249998,-0.182083341,-0.013333346,0.339999988,0.656250003,-0.481666675,-0.135416676,0.131249996,0.282916678,-0.687083333,-0.278333339,0.012083331,0.029583337,-0.943333354,-0.38541667,0.107916666,0.219583325
5/23/2014,-2.126250004,-1.676250001,-1.455833328,-1.476666667,-2.281666666,-1.884999998,-1.509166673,-1.39708333,-2.369583346,-1.925416678,-1.450833333,-1.193333337,-2.460833343,-1.999583336,-1.479583335,-0.992916662,-2.387083342,-2.116249986,-1.504583335,-0.828333337,-2.450000013,-2.315000008,-1.61208333,-0.937916678,-2.566666678,-2.382499989,-1.923750004,-1.582083332,-2.55833334,-2.306250021,-2.052916668,-1.984166669,-2.609166659,-2.25541667,-1.947083342,-1.757916678
5/24/2014,-1.370869576,-0.883913042,-0.626956513,-0.638260866,-1.525652181,-1.093913033,-0.669565216,-0.6373913,-1.78695651,-1.239565213,-0.593913045,-0.440000004,-2.159999993,-1.507826072,-0.740434791,-0.256956523,-2.107826072,-1.823043471,-1.064782607,-0.314782608,-2.103913035,-2.123913039,-1.378260878,-0.689999993,-2.179130438,-2.128260846,-1.649130443,-1.261739128,-2.176521742,-1.962608708,-1.68173912,-1.580434791,-2.319565203,-1.900434776,-1.526956515,-1.332173922
5/25/2014,-0.123809526,0.247142867,0.412380953,0.384761906,-0.350952388,0.017142859,0.385714285,0.48333333,-0.5304762,-0.084285719,0.408571434,0.654285716,-0.729047617,-0.241904764,0.340476185,0.884285717,-0.69571428,-0.371428581,0.378571429,1.227619056,-0.800476186,-0.60095238,0.289523801,1.161904769,-0.989999996,-0.669523807,-0.052857134,0.403809518,-1.043809533,-0.582857137,-0.153333336,-0.044761907,-1.219523803,-0.533809518,0.072380946,0.304285712
5/26/2014,0.360454554,0.738181821,0.874090911,0.82681819,0.109090913,0.489090897,0.837272735,0.953636356,0.184999992,0.558181821,0.878636374,1.108181823,0.404545446,0.694999996,0.931363624,1.160454539,0.5009091,0.695454548,0.934545452,1.200454552,0.325454555,0.621363626,0.899545461,1.175000001,0.114090902,0.550909093,0.807727275,0.956818185,0.156363623,0.542272728,0.794090902,0.834999992,0.240000014,0.564999997,0.812272724,0.840000006
5/27/2014,0.646500004,0.736000002,0.779499999,0.800999989,0.772500001,0.821000012,0.841000003,0.922500015,0.926000004,0.925999995,0.89299999,1.005999996,1.110999996,1.070499992,0.996000014,1.036,1.146500031,1.160500003,1.117499998,1.107999995,1.048000004,1.197499984,1.200500007,1.21600002,0.917999998,1.140999998,1.181000009,1.175500016,0.840999991,1.038000003,1.147999994,1.139500009,0.784500008,0.978999994,1.138000003,1.1415
5/28/2014,1.327727271,1.334090904,1.308636358,1.269545458,1.197727262,1.230000008,1.261363645,1.376363646,1.410909082,1.392727263,1.287727261,1.445454544,1.790909084,1.664090917,1.470454547,1.574090903,1.839090917,1.903636356,1.868636348,1.948636377,1.731818204,1.988181825,2.118181812,2.273636349,1.630909089,1.852727274,1.927727271,1.940909097,1.546818178,1.672272735,1.706363633,1.660454541,1.548636354,1.623181829,1.701818187,1.810454531
5/29/2014,2.431304346,2.318260872,2.221739131,2.184782593,2.297391311,2.233043489,2.174782598,2.267391329,2.404347829,2.285652166,2.090000002,2.229565219,2.646521724,2.433478262,2.172608681,2.255217389,2.614347849,2.65434785,2.559565228,2.569130457,2.435217404,2.756086956,2.810869575,2.883913045,2.201304342,2.560869525,2.604782623,2.561304336,1.970869571,2.235652172,2.33608697,2.264782621,1.823478261,2.064347818,2.280869582,2.388695649
5/30/2014,1.76863637,1.636363636,1.544999992,1.515909091,1.685454539,1.588636371,1.488181816,1.536818167,1.848636367,1.682272727,1.434090931,1.48227274,2.148181807,1.882272737,1.541818193,1.469545456,2.132272726,2.101363659,1.849545446,1.661818171,1.999090915,2.238181813,2.077727274,1.947272734,1.871818185,2.135909108,2.056363642,1.943181807,1.846818179,1.960909079,1.946363633,1.889090917,1.950454567,1.929545457,1.909999999,1.934090896
5/31/2014,1.319999984,1.371428561,1.35904762,1.322380937,1.160000015,1.232857148,1.306666664,1.31809525,1.081904756,1.167142868,1.24333334,1.289523809,1.04,1.111428573,1.179999996,1.2452381,1.013333337,1.076190481,1.141428569,1.203809518,0.916190477,1.048095244,1.108095237,1.144761918,0.765714287,0.938095243,0.965714274,0.955238082,0.697619052,0.796190482,0.819047628,0.783333332,0.693809509,0.736190461,0.770476186,0.814761909
6/1/2014,0.225000001,0.262727273,0.250909098,0.219545453,0.092727273,0.151818183,0.208636364,0.21545455,0.102272728,0.15727273,0.185454546,0.202727274,0.17409091,0.194545455,0.18090909,0.159090906,0.184545452,0.203636363,0.158636369,0.100909089,0.135909092,0.213636361,0.151363634,0.096363637,0.106363636,0.227727272,0.221363635,0.208181818,0.224090909,0.275454546,0.285000001,0.297727268,0.401363634,0.345909091,0.278636367,0.239090906
6/2/2014,-0.258095239,-0.381904762,-0.434285716,-0.419047613,-0.153809528,-0.285238096,-0.419999993,-0.420952384,-0.026190471,-0.201428578,-0.406666665,-0.456190474,0.125238094,-0.078571429,-0.315238088,-0.426666668,0.123809526,0.052380955,-0.140476189,-0.304761906,0.152857143,0.148095235,-0.002857139,-0.124761904,0.240952378,0.175238099,0.073333331,0.00619048,0.33285715,0.207142853,0.097619053,0.086666664,0.478571439,0.265714282,0.083809527,0.084285717
6/3/2014,0.073809526,-0.163809522,-0.270952382,-0.264285715,0.107142855,-0.095238097,-0.272857144,-0.306190477,0.123333325,-0.085238095,-0.298095245,-0.388095234,0.138571422,-0.068571426,-0.282857147,-0.423809524,0.090476189,-0.001904759,-0.212380954,-0.426666665,0.135714288,0.078571426,-0.136666668,-0.343809526,0.2152381,0.086190475,-0.082857146,-0.204285713,0.253333334,0.061904766,-0.102857143,-0.140476189,0.349047612,0.073809526,-0.154761904,-0.17
6/4/2014,0.355454547,0.275454543,0.229545456,0.244090908,0.439999994,0.364999994,0.275454544,0.288181821,0.537272723,0.411363638,0.251818184,0.249090911,0.665909089,0.500909093,0.297727275,0.201818177,0.650909103,0.594090903,0.393636368,0.197727267,0.587272729,0.675909086,0.483181816,0.289545452,0.499999999,0.585909083,0.442727274,0.303636365,0.400454544,0.394090915,0.31772727,0.251363634,0.379999999,0.302272739,0.243181817,0.257727269
